%
Observatory Name: VENUS
Region: Saanich Inlet
Node Location: Central Node
Study Area: VIP
Site: VIP-16 from: 2012-Feb-26 to: 2012-Aug-12 Latitude(decdeg N): 48.6514 Longitude(decdeg W): 123.4791 Depth(m): 96
Site: VIP-17 from: 2012-Aug-12 to: 2012-Sep-22 Latitude(decdeg N): 48.6513 Longitude(decdeg W): 123.4864 Depth(m): 96
Water Property: Oxygen Units: ml/l
Device: Aanderaa Optode 4175 (S/N 18) from: 2011-Oct-02 to: 2012-Aug-12
Device: Aanderaa Optode 4175 (S/N 1684) from: 2012-Aug-13 to: 2012-Sep-22
Sample Period: 60s from:2011-10-04 to: 2012-08-13
Sample Period: 60s from:2012-08-13 to: 2012-09-22
This data set was concatenated from multiple devices and sites in the VIP study area.
This data has been averaged into 10 minute intervals.
Time given is the middle of the averaging bin. The mean of the time bin is also given.
Time Format: number of decimal days from the start of the current year (Start Time)
Data Gaps are represented by NaN's (Not a Number). See metadata for more information.
QC Flag: 0 = no QC; 1 = good; 2 = probably good, use with caution; 3 = probably bad; 4 = bad; 7 = Averaged value; 8 = Interpolated Value; 9 = Missing Value (NaN). See metadata for more information.
Start Time: 2012-01-01 00:00:00
Time Zone: UTC
%
Time (UTC) , Oxygen (ml/l) , Oxygen QC Flag , Oxygen Number Data Averaged , Oxygen Standard Deviation , Oxygen Bin Time Mean
210.572917 ,   1.228832 , 7 , 10 ,   0.005657 , 210.572903
210.579861 ,   1.235446 , 7 , 10 ,   0.004991 , 210.579847
210.586806 ,   1.221268 , 7 , 10 ,   0.005431 , 210.586792
210.593750 ,   1.204516 , 7 , 10 ,   0.004341 , 210.593736
210.600694 ,   1.207757 , 7 , 10 ,   0.003616 , 210.600681
210.607639 ,   1.209023 , 7 , 10 ,   0.000983 , 210.607625
210.614583 ,   1.203208 , 7 , 10 ,   0.002500 , 210.614570
210.621528 ,   1.213023 , 7 , 10 ,   0.004148 , 210.621514
210.628472 ,   1.205689 , 7 , 10 ,   0.004086 , 210.628458
210.635417 ,   1.237175 , 7 , 10 ,   0.022037 , 210.635403
210.642361 ,   1.288957 , 7 , 10 ,   0.005762 , 210.642347
210.649306 ,   1.283741 , 7 , 10 ,   0.006874 , 210.649292
210.656250 ,   1.299981 , 7 , 10 ,   0.002080 , 210.656236
210.663194 ,   1.323609 , 7 , 10 ,   0.012666 , 210.663181
210.670139 ,   1.353726 , 7 , 10 ,   0.005134 , 210.670125
210.677083 ,   1.333042 , 7 , 10 ,   0.010761 , 210.677070
210.684028 ,   1.300822 , 7 , 10 ,   0.009157 , 210.684014
210.690972 ,   1.266248 , 7 , 10 ,   0.011589 , 210.690958
210.697917 ,   1.215511 , 7 , 10 ,   0.013595 , 210.697903
210.704861 ,   1.183290 , 7 , 10 ,   0.006964 , 210.704847
210.711806 ,   1.161869 , 7 , 10 ,   0.011131 , 210.711792
210.718750 ,   1.151323 , 7 , 10 ,   0.002395 , 210.718736
210.725694 ,   1.190831 , 7 , 10 ,   0.017185 , 210.725681
210.732639 ,   1.223636 , 7 , 10 ,   0.011287 , 210.732625
210.739583 ,   1.251438 , 7 , 10 ,   0.004500 , 210.739570
210.746528 ,   1.260038 , 7 , 10 ,   0.002441 , 210.746514
210.753472 ,   1.254678 , 7 , 10 ,   0.006044 , 210.753458
210.760417 ,   1.230337 , 7 , 10 ,   0.008063 , 210.760403
210.767361 ,   1.210528 , 7 , 10 ,   0.003675 , 210.767347
210.774306 ,   1.206266 , 7 , 10 ,   0.003129 , 210.774292
210.781250 ,   1.218655 , 7 , 10 ,   0.005410 , 210.781236
210.788194 ,   1.219771 , 7 , 10 ,   0.003126 , 210.788181
210.795139 ,   1.218608 , 7 , 10 ,   0.000396 , 210.795125
210.802083 ,   1.207832 , 7 , 10 ,   0.005057 , 210.802070
210.809028 ,   1.198853 , 7 , 10 ,   0.007586 , 210.809014
210.815972 ,   1.213233 , 7 , 10 ,   0.003634 , 210.815958
210.822917 ,   1.243067 , 7 , 10 ,   0.015360 , 210.822903
210.829861 ,   1.260432 , 7 , 10 ,   0.007033 , 210.829847
210.836806 ,   1.209712 , 7 , 10 ,   0.017842 , 210.836792
210.843750 ,   1.189329 , 7 , 10 ,   0.002717 , 210.843736
210.850694 ,   1.197945 , 7 , 10 ,   0.010131 , 210.850681
210.857639 ,   1.223136 , 7 , 10 ,   0.004022 , 210.857625
210.864583 ,   1.220109 , 7 , 10 ,   0.001430 , 210.864570
210.871528 ,   1.221391 , 7 , 10 ,   0.002037 , 210.871514
210.878472 ,   1.237604 , 7 , 10 ,   0.019061 , 210.878458
210.885417 ,   1.300384 , 7 , 10 ,   0.016366 , 210.885403
210.892361 ,   1.323756 , 7 , 10 ,   0.004331 , 210.892347
210.899306 ,   1.309433 , 7 , 10 ,   0.010353 , 210.899292
210.906250 ,   1.266380 , 7 , 10 ,   0.010544 , 210.906236
210.913194 ,   1.230508 , 7 , 10 ,   0.012229 , 210.913181
210.920139 ,   1.207079 , 7 , 10 ,   0.003467 , 210.920125
210.927083 ,   1.230771 , 7 , 10 ,   0.016012 , 210.927070
210.934028 ,   1.251756 , 7 , 10 ,   0.002018 , 210.934014
210.940972 ,   1.267074 , 7 , 10 ,   0.005422 , 210.940958
210.947917 ,   1.272703 , 7 , 10 ,   0.002930 , 210.947903
210.954861 ,   1.264770 , 7 , 10 ,   0.008058 , 210.954847
210.961806 ,   1.238984 , 7 , 10 ,   0.003058 , 210.961792
210.968750 ,   1.246337 , 7 , 10 ,   0.017293 , 210.968736
210.975694 ,   1.319742 , 7 , 10 ,   0.014341 , 210.975681
210.982639 ,   1.328453 , 7 , 10 ,   0.006213 , 210.982625
210.989583 ,   1.305802 , 7 , 10 ,   0.013550 , 210.989570
210.996528 ,   1.305709 , 7 , 10 ,   0.006662 , 210.996514
211.003472 ,   1.323475 , 7 , 10 ,   0.005898 , 211.003458
211.010417 ,   1.299860 , 7 , 10 ,   0.006233 , 211.010403
211.017361 ,   1.290389 , 7 , 10 ,   0.000677 , 211.017347
211.024306 ,   1.293377 , 7 , 10 ,   0.000869 , 211.024292
211.031250 ,   1.299657 , 7 , 10 ,   0.001033 , 211.031236
211.038194 ,   1.301392 , 7 , 10 ,   0.001145 , 211.038181
211.045139 ,   1.304091 , 7 , 10 ,   0.000753 , 211.045125
211.052083 ,   1.297057 , 7 , 10 ,   0.002062 , 211.052070
211.059028 ,   1.288683 , 7 , 10 ,   0.003826 , 211.059014
211.065972 ,   1.282615 , 7 , 10 ,   0.003199 , 211.065958
211.072917 ,   1.269399 , 7 , 10 ,   0.004599 , 211.072903
211.079861 ,   1.251372 , 7 , 10 ,   0.005030 , 211.079847
211.086806 ,   1.244541 , 7 , 10 ,   0.001095 , 211.086792
211.093750 ,   1.248408 , 7 , 10 ,   0.004461 , 211.093736
211.100694 ,   1.257908 , 7 , 10 ,   0.000705 , 211.100681
211.107639 ,   1.248002 , 7 , 10 ,   0.006756 , 211.107625
211.114583 ,   1.225721 , 7 , 10 ,   0.006403 , 211.114570
211.121528 ,   1.216269 , 7 , 10 ,   0.000686 , 211.121514
211.128472 ,   1.218658 , 7 , 10 ,   0.001309 , 211.128458
211.135417 ,   1.210014 , 7 , 10 ,   0.002951 , 211.135403
211.142361 ,   1.193765 , 7 , 10 ,   0.005786 , 211.142347
211.149306 ,   1.194893 , 7 , 10 ,   0.005045 , 211.149292
211.156250 ,   1.210299 , 7 , 10 ,   0.002042 , 211.156236
211.163194 ,   1.212247 , 7 , 10 ,   0.003493 , 211.163181
211.170139 ,   1.197836 , 7 , 10 ,   0.004864 , 211.170125
211.177083 ,   1.214064 , 7 , 10 ,   0.007491 , 211.177070
211.184028 ,   1.224309 , 7 , 10 ,   0.001788 , 211.184014
211.190972 ,   1.234999 , 7 , 10 ,   0.003183 , 211.190958
211.197917 ,   1.237812 , 7 , 10 ,   0.002220 , 211.197903
211.204861 ,   1.240430 , 7 , 10 ,   0.010245 , 211.204847
211.211806 ,   1.271886 , 7 , 10 ,   0.010753 , 211.211792
211.218750 ,   1.299507 , 7 , 10 ,   0.007197 , 211.218736
211.225694 ,   1.314854 , 7 , 10 ,   0.002554 , 211.225681
211.232639 ,   1.293305 , 7 , 10 ,   0.017063 , 211.232625
211.239583 ,   1.249136 , 7 , 10 ,   0.005314 , 211.239570
211.246528 ,   1.285318 , 7 , 10 ,   0.006355 , 211.246514
211.253472 ,   1.279279 , 7 , 10 ,   0.003085 , 211.253458
211.260417 ,   1.259295 , 7 , 10 ,   0.006911 , 211.260403
211.267361 ,   1.246076 , 7 , 10 ,   0.003063 , 211.267347
211.274306 ,   1.237046 , 7 , 10 ,   0.002657 , 211.274292
211.281250 ,   1.238413 , 7 , 10 ,   0.006995 , 211.281236
211.288194 ,   1.269162 , 7 , 10 ,   0.007120 , 211.288181
211.295139 ,   1.285536 , 7 , 10 ,   0.001634 , 211.295125
211.302083 ,   1.296070 , 7 , 10 ,   0.003825 , 211.302070
211.309028 ,   1.306367 , 7 , 10 ,   0.005458 , 211.309014
211.315972 ,   1.296050 , 7 , 10 ,   0.003808 , 211.315958
211.322917 ,   1.310408 , 7 , 10 ,   0.001871 , 211.322903
211.329861 ,   1.297043 , 7 , 10 ,   0.005774 , 211.329847
211.336806 ,   1.283831 , 7 , 10 ,   0.002396 , 211.336792
211.343750 ,   1.277330 , 7 , 10 ,   0.002858 , 211.343736
211.350694 ,   1.270883 , 7 , 10 ,   0.000507 , 211.350681
211.357639 ,   1.269140 , 7 , 10 ,   0.003669 , 211.357625
211.364583 ,   1.257438 , 7 , 10 ,   0.011196 , 211.364570
211.371528 ,   1.279542 , 7 , 10 ,   0.006534 , 211.371514
211.378472 ,   1.245365 , 7 , 10 ,   0.009303 , 211.378458
211.385417 ,   1.214261 , 7 , 10 ,   0.007524 , 211.385403
211.392361 ,   1.190347 , 7 , 10 ,   0.007305 , 211.392347
211.399306 ,   1.173075 , 7 , 10 ,   0.005118 , 211.399292
211.406250 ,   1.174218 , 7 , 10 ,   0.003488 , 211.406236
211.413194 ,   1.221796 , 7 , 10 ,   0.024194 , 211.413181
211.420139 ,   1.283648 , 7 , 10 ,   0.013339 , 211.420125
211.427083 ,   1.310724 , 7 , 10 ,   0.006636 , 211.427070
211.434028 ,   1.329985 , 7 , 10 ,   0.009874 , 211.434014
211.440972 ,   1.285995 , 7 , 10 ,   0.022301 , 211.440958
211.447917 ,   1.247953 , 7 , 10 ,   0.006523 , 211.447903
211.454861 ,   1.243849 , 7 , 10 ,   0.002968 , 211.454847
211.461806 ,   1.227577 , 7 , 10 ,   0.006515 , 211.461792
211.468750 ,   1.207563 , 7 , 10 ,   0.004497 , 211.468736
211.475694 ,   1.198014 , 7 , 10 ,   0.002894 , 211.475681
211.482639 ,   1.220722 , 7 , 10 ,   0.012278 , 211.482625
211.489583 ,   1.240651 , 7 , 10 ,   0.005763 , 211.489570
211.496528 ,   1.226162 , 7 , 10 ,   0.002119 , 211.496514
211.503472 ,   1.216809 , 7 , 10 ,   0.007142 , 211.503458
211.510417 ,   1.200241 , 7 , 10 ,   0.003476 , 211.510403
211.517361 ,   1.227843 , 7 , 10 ,   0.015286 , 211.517347
211.524306 ,   1.256993 , 7 , 10 ,   0.003226 , 211.524292
211.531250 ,   1.264890 , 7 , 10 ,   0.004341 , 211.531236
211.538194 ,   1.267595 , 7 , 10 ,   0.001331 , 211.538181
211.545139 ,   1.262721 , 7 , 10 ,   0.003977 , 211.545125
211.552083 ,   1.280215 , 7 , 10 ,   0.003411 , 211.552070
211.559028 ,   1.288529 , 7 , 10 ,   0.002943 , 211.559014
211.565972 ,   1.264684 , 7 , 10 ,   0.005900 , 211.565958
211.572917 ,   1.254307 , 7 , 10 ,   0.004152 , 211.572903
211.579861 ,   1.244640 , 7 , 10 ,   0.005081 , 211.579847
211.586806 ,   1.225901 , 7 , 10 ,   0.005339 , 211.586792
211.593750 ,   1.215623 , 7 , 10 ,   0.005950 , 211.593736
211.600694 ,   1.201823 , 7 , 10 ,   0.003343 , 211.600681
211.607639 ,   1.191024 , 7 , 10 ,   0.003047 , 211.607625
211.614583 ,   1.198019 , 7 , 10 ,   0.003420 , 211.614570
211.621528 ,   1.198210 , 7 , 10 ,   0.003800 , 211.621514
211.628472 ,   1.178810 , 7 , 10 ,   0.005799 , 211.628458
211.635417 ,   1.182129 , 7 , 10 ,   0.002779 , 211.635403
211.642361 ,   1.182468 , 7 , 10 ,   0.002258 , 211.642347
211.649306 ,   1.185159 , 7 , 10 ,   0.002757 , 211.649292
211.656250 ,   1.193735 , 7 , 10 ,   0.009461 , 211.656236
211.663194 ,   1.209546 , 7 , 10 ,   0.002122 , 211.663181
211.670139 ,   1.228825 , 7 , 10 ,   0.011705 , 211.670125
211.677083 ,   1.268681 , 7 , 10 ,   0.009551 , 211.677070
211.684028 ,   1.268361 , 7 , 10 ,   0.003745 , 211.684014
211.690972 ,   1.251041 , 7 , 10 ,   0.005792 , 211.690958
211.697917 ,   1.236275 , 7 , 10 ,   0.002876 , 211.697903
211.704861 ,   1.230573 , 7 , 10 ,   0.000923 , 211.704847
211.711806 ,   1.229471 , 7 , 10 ,   0.002364 , 211.711792
211.718750 ,   1.218685 , 7 , 10 ,   0.003036 , 211.718736
211.725694 ,   1.215346 , 7 , 10 ,   0.001248 , 211.725681
211.732639 ,   1.205467 , 7 , 10 ,   0.004312 , 211.732625
211.739583 ,   1.209086 , 7 , 10 ,   0.012738 , 211.739570
211.746528 ,   1.262644 , 7 , 10 ,   0.012417 , 211.746514
211.753472 ,   1.291721 , 7 , 10 ,   0.003496 , 211.753458
211.760417 ,   1.313369 , 7 , 10 ,   0.007920 , 211.760403
211.767361 ,   1.319491 , 7 , 10 ,   0.002893 , 211.767347
211.774306 ,   1.278681 , 7 , 10 ,   0.020864 , 211.774292
211.781250 ,   1.233487 , 7 , 10 ,   0.007945 , 211.781236
211.788194 ,   1.235375 , 7 , 10 ,   0.009325 , 211.788181
211.795139 ,   1.266670 , 7 , 10 ,   0.012147 , 211.795125
211.802083 ,   1.293294 , 7 , 10 ,   0.002459 , 211.802070
211.809028 ,   1.301066 , 7 , 10 ,   0.002681 , 211.809014
211.815972 ,   1.302119 , 7 , 10 ,   0.006318 , 211.815958
211.822917 ,   1.263412 , 7 , 10 ,   0.010319 , 211.822903
211.829861 ,   1.259106 , 7 , 10 ,   0.004195 , 211.829847
211.836806 ,   1.254935 , 7 , 10 ,   0.000814 , 211.836792
211.843750 ,   1.248700 , 7 , 10 ,   0.003065 , 211.843736
211.850694 ,   1.273658 , 7 , 10 ,   0.016347 , 211.850681
211.857639 ,   1.325216 , 7 , 10 ,   0.011636 , 211.857625
211.864583 ,   1.354696 , 7 , 10 ,   0.006314 , 211.864570
211.871528 ,   1.347877 , 7 , 10 ,   0.003761 , 211.871514
211.878472 ,   1.337345 , 7 , 10 ,   0.008074 , 211.878458
211.885417 ,   1.330651 , 7 , 10 ,   0.002086 , 211.885403
211.892361 ,   1.311633 , 7 , 10 ,   0.010864 , 211.892347
211.899306 ,   1.304217 , 7 , 10 ,   0.012552 , 211.899292
211.906250 ,   1.370157 , 7 , 10 ,   0.014159 , 211.906236
211.913194 ,   1.377662 , 7 , 10 ,   0.004993 , 211.913181
211.920139 ,   1.380321 , 7 , 10 ,   0.006651 , 211.920125
211.927083 ,   1.380915 , 7 , 10 ,   0.001831 , 211.927070
211.934028 ,   1.381914 , 7 , 10 ,   0.000926 , 211.934014
211.940972 ,   1.378593 , 7 , 10 ,   0.003388 , 211.940958
211.947917 ,   1.368757 , 7 , 10 ,   0.002527 , 211.947903
211.954861 ,   1.342856 , 7 , 10 ,   0.009263 , 211.954847
211.961806 ,   1.327684 , 7 , 10 ,   0.003177 , 211.961792
211.968750 ,   1.308589 , 7 , 10 ,   0.009108 , 211.968736
211.975694 ,   1.318040 , 7 , 10 ,   0.017755 , 211.975681
211.982639 ,   1.353407 , 7 , 10 ,   0.001983 , 211.982625
211.989583 ,   1.359397 , 7 , 10 ,   0.003040 , 211.989570
211.996528 ,   1.366866 , 7 , 10 ,   0.001791 , 211.996514
212.003472 ,   1.372847 , 7 , 10 ,   0.003068 , 212.003458
212.010417 ,   1.363916 , 7 , 10 ,   0.007201 , 212.010403
212.017361 ,   1.357473 , 7 , 10 ,   0.001020 , 212.017347
212.024306 ,   1.361964 , 7 , 10 ,   0.001664 , 212.024292
212.031250 ,   1.361927 , 7 , 10 ,   0.002283 , 212.031236
212.038194 ,   1.351728 , 7 , 10 ,   0.003793 , 212.038181
212.045139 ,   1.328404 , 7 , 10 ,   0.010316 , 212.045125
212.052083 ,   1.299487 , 7 , 10 ,   0.005382 , 212.052070
212.059028 ,   1.305133 , 7 , 10 ,   0.003667 , 212.059014
212.065972 ,   1.300888 , 7 , 10 ,   0.003390 , 212.065958
212.072917 ,   1.290790 , 7 , 10 ,   0.004233 , 212.072903
212.079861 ,   1.271503 , 7 , 10 ,   0.006362 , 212.079847
212.086806 ,   1.249267 , 7 , 10 ,   0.005442 , 212.086792
212.093750 ,   1.242856 , 7 , 10 ,   0.003653 , 212.093736
212.100694 ,   1.265968 , 7 , 10 ,   0.012111 , 212.100681
212.107639 ,   1.290981 , 7 , 10 ,   0.005882 , 212.107625
212.114583 ,   1.304539 , 7 , 10 ,   0.003469 , 212.114570
212.121528 ,   1.300845 , 7 , 10 ,   0.007504 , 212.121514
212.128472 ,   1.276541 , 7 , 10 ,   0.004072 , 212.128458
212.135417 ,   1.264610 , 7 , 10 ,   0.006458 , 212.135403
212.142361 ,   1.278868 , 7 , 10 ,   0.012330 , 212.142347
212.149306 ,   1.295902 , 7 , 10 ,   0.002270 , 212.149292
212.156250 ,   1.308733 , 7 , 10 ,   0.004378 , 212.156236
212.163194 ,   1.295361 , 7 , 10 ,   0.007799 , 212.163181
212.170139 ,   1.279082 , 7 , 10 ,   0.001742 , 212.170125
212.177083 ,   1.280636 , 7 , 10 ,   0.001150 , 212.177070
212.184028 ,   1.278254 , 7 , 10 ,   0.002265 , 212.184014
212.190972 ,   1.264747 , 7 , 10 ,   0.005685 , 212.190958
212.197917 ,   1.237878 , 7 , 10 ,   0.009906 , 212.197903
212.204861 ,   1.206088 , 7 , 10 ,   0.007843 , 212.204847
212.211806 ,   1.181658 , 7 , 10 ,   0.006689 , 212.211792
212.218750 ,   1.172235 , 7 , 10 ,   0.005209 , 212.218736
212.225694 ,   1.191909 , 7 , 10 ,   0.006622 , 212.225681
212.232639 ,   1.215990 , 7 , 10 ,   0.004030 , 212.232625
212.239583 ,   1.214582 , 7 , 10 ,   0.005430 , 212.239570
212.246528 ,   1.171769 , 7 , 10 ,   0.013425 , 212.246514
212.253472 ,   1.165311 , 7 , 10 ,   0.009216 , 212.253458
212.260417 ,   1.164972 , 7 , 10 ,   0.003987 , 212.260403
212.267361 ,   1.159365 , 7 , 10 ,   0.002613 , 212.267347
212.274306 ,   1.192933 , 7 , 10 ,   0.011042 , 212.274292
212.281250 ,   1.207584 , 7 , 10 ,   0.006512 , 212.281236
212.288194 ,   1.239998 , 7 , 10 ,   0.015510 , 212.288181
212.295139 ,   1.264856 , 7 , 10 ,   0.004227 , 212.295125
212.302083 ,   1.239924 , 7 , 10 ,   0.005591 , 212.302070
212.309028 ,   1.248522 , 7 , 10 ,   0.006804 , 212.309014
212.315972 ,   1.253358 , 7 , 10 ,   0.006203 , 212.315958
212.322917 ,   1.246339 , 7 , 10 ,   0.003995 , 212.322903
212.329861 ,   1.247908 , 7 , 10 ,   0.003531 , 212.329847
212.336806 ,   1.236796 , 7 , 10 ,   0.002567 , 212.336792
212.343750 ,   1.229476 , 7 , 10 ,   0.001014 , 212.343736
212.350694 ,   1.226127 , 7 , 10 ,   0.000999 , 212.350681
212.357639 ,   1.217364 , 7 , 10 ,   0.004663 , 212.357625
212.364583 ,   1.205644 , 7 , 10 ,   0.001918 , 212.364570
212.371528 ,   1.198918 , 7 , 10 ,   0.002561 , 212.371514
212.378472 ,   1.215924 , 7 , 10 ,   0.007924 , 212.378458
212.385417 ,   1.234406 , 7 , 10 ,   0.002631 , 212.385403
212.392361 ,   1.230927 , 7 , 10 ,   0.001982 , 212.392347
212.399306 ,   1.237779 , 7 , 10 ,   0.007203 , 212.399292
212.406250 ,   1.257912 , 7 , 10 ,   0.005045 , 212.406236
212.413194 ,   1.261320 , 7 , 10 ,   0.000646 , 212.413181
212.420139 ,   1.256010 , 7 , 10 ,   0.001564 , 212.420125
212.427083 ,   1.242736 , 7 , 10 ,   0.006640 , 212.427070
212.434028 ,   1.219869 , 7 , 10 ,   0.006655 , 212.434014
212.440972 ,   1.207453 , 7 , 10 ,   0.001958 , 212.440958
212.447917 ,   1.199285 , 7 , 10 ,   0.005205 , 212.447903
212.454861 ,   1.183152 , 7 , 10 ,   0.006947 , 212.454847
212.461806 ,   1.175702 , 7 , 10 ,   0.003995 , 212.461792
212.468750 ,   1.184018 , 7 , 10 ,   0.001019 , 212.468736
212.475694 ,   1.175978 , 7 , 10 ,   0.003162 , 212.475681
212.482639 ,   1.183471 , 7 , 10 ,   0.004049 , 212.482625
212.489583 ,   1.175445 , 7 , 10 ,   0.001981 , 212.489570
212.496528 ,   1.191022 , 7 , 10 ,   0.010807 , 212.496514
212.503472 ,   1.223870 , 7 , 10 ,   0.009973 , 212.503458
212.510417 ,   1.243492 , 7 , 10 ,   0.010265 , 212.510403
212.517361 ,   1.194655 , 7 , 10 ,   0.016619 , 212.517347
212.524306 ,   1.173758 , 7 , 10 ,   0.003676 , 212.524292
212.531250 ,   1.190887 , 7 , 10 ,   0.006422 , 212.531236
212.538194 ,   1.200087 , 7 , 10 ,   0.004583 , 212.538181
212.545139 ,   1.218240 , 7 , 10 ,   0.005762 , 212.545125
212.552083 ,   1.235355 , 7 , 10 ,   0.002099 , 212.552070
212.559028 ,   1.234204 , 7 , 10 ,   0.000887 , 212.559014
212.565972 ,   1.234154 , 7 , 10 ,   0.002398 , 212.565958
212.572917 ,   1.223749 , 7 , 10 ,   0.003750 , 212.572903
212.579861 ,   1.254136 , 7 , 10 ,   0.015211 , 212.579847
212.586806 ,   1.265062 , 7 , 10 ,   0.011385 , 212.586792
212.593750 ,   1.219114 , 7 , 10 ,   0.015584 , 212.593736
212.600694 ,   1.185744 , 7 , 10 ,   0.006301 , 212.600681
212.607639 ,   1.173546 , 7 , 10 ,   0.001190 , 212.607625
212.614583 ,   1.187444 , 7 , 10 ,   0.013978 , 212.614570
212.621528 ,   1.211937 , 7 , 10 ,   0.005575 , 212.621514
212.628472 ,   1.197497 , 7 , 10 ,   0.004454 , 212.628458
212.635417 ,   1.195526 , 7 , 10 ,   0.017202 , 212.635403
212.642361 ,   1.194172 , 7 , 10 ,   0.005292 , 212.642347
212.649306 ,   1.190092 , 7 , 10 ,   0.003609 , 212.649292
212.656250 ,   1.167585 , 7 , 10 ,   0.009681 , 212.656236
212.663194 ,   1.152717 , 7 , 10 ,   0.006580 , 212.663181
212.670139 ,   1.132833 , 7 , 10 ,   0.002359 , 212.670125
212.677083 ,   1.117757 , 7 , 10 ,   0.003464 , 212.677070
212.684028 ,   1.131996 , 7 , 10 ,   0.010962 , 212.684014
212.690972 ,   1.140415 , 7 , 10 ,   0.007495 , 212.690958
212.697917 ,   1.126868 , 7 , 10 ,   0.005361 , 212.697903
212.704861 ,   1.160322 , 7 , 10 ,   0.014272 , 212.704847
212.711806 ,   1.212741 , 7 , 10 ,   0.013915 , 212.711792
212.718750 ,   1.244968 , 7 , 10 ,   0.013638 , 212.718736
212.725694 ,   1.223889 , 7 , 10 ,   0.024480 , 212.725681
212.732639 ,   1.173954 , 7 , 10 ,   0.006690 , 212.732625
212.739583 ,   1.184205 , 7 , 10 ,   0.010220 , 212.739570
212.746528 ,   1.181739 , 7 , 10 ,   0.002833 , 212.746514
212.753472 ,   1.169524 , 7 , 10 ,   0.005756 , 212.753458
212.760417 ,   1.157780 , 7 , 10 ,   0.002512 , 212.760403
212.767361 ,   1.150913 , 7 , 10 ,   0.006016 , 212.767347
212.774306 ,   1.138544 , 7 , 10 ,   0.002380 , 212.774292
212.781250 ,   1.131147 , 7 , 10 ,   0.002455 , 212.781236
212.788194 ,   1.113912 , 7 , 10 ,   0.010166 , 212.788181
212.795139 ,   1.074302 , 7 , 10 ,   0.015189 , 212.795125
212.802083 ,   1.056511 , 7 , 10 ,   0.009553 , 212.802070
212.809028 ,   1.067304 , 7 , 10 ,   0.004575 , 212.809014
212.815972 ,   1.075652 , 7 , 10 ,   0.007937 , 212.815958
212.822917 ,   1.069319 , 7 , 10 ,   0.009839 , 212.822903
212.829861 ,   1.069470 , 7 , 10 ,   0.001425 , 212.829847
212.836806 ,   1.080168 , 7 , 10 ,   0.005803 , 212.836792
212.843750 ,   1.098143 , 7 , 10 ,   0.004655 , 212.843736
212.850694 ,   1.096368 , 7 , 10 ,   0.003623 , 212.850681
212.857639 ,   1.128779 , 7 , 10 ,   0.017864 , 212.857625
212.864583 ,   1.160919 , 7 , 10 ,   0.001234 , 212.864570
212.871528 ,   1.157098 , 7 , 10 ,   0.005515 , 212.871514
212.878472 ,   1.121585 , 7 , 10 ,   0.012926 , 212.878458
212.885417 ,   1.085276 , 7 , 10 ,   0.009027 , 212.885403
212.892361 ,   1.060567 , 7 , 10 ,   0.005962 , 212.892347
212.899306 ,   1.104690 , 7 , 10 ,   0.039102 , 212.899292
212.906250 ,   1.178619 , 7 , 10 ,   0.006709 , 212.906236
212.913194 ,   1.192375 , 7 , 10 ,   0.004313 , 212.913181
212.920139 ,   1.204281 , 7 , 10 ,   0.001515 , 212.920125
212.927083 ,   1.187792 , 7 , 10 ,   0.008827 , 212.927070
212.934028 ,   1.162079 , 7 , 10 ,   0.004158 , 212.934014
212.940972 ,   1.196488 , 7 , 10 ,   0.009038 , 212.940958
212.947917 ,   1.222788 , 7 , 10 ,   0.008320 , 212.947903
212.954861 ,   1.251194 , 7 , 10 ,   0.007312 , 212.954847
212.961806 ,   1.269741 , 7 , 10 ,   0.007945 , 212.961792
212.968750 ,   1.263365 , 7 , 10 ,   0.014336 , 212.968736
212.975694 ,   1.241973 , 7 , 10 ,   0.003666 , 212.975681
212.982639 ,   1.217307 , 7 , 10 ,   0.009602 , 212.982625
212.989583 ,   1.215329 , 7 , 10 ,   0.007534 , 212.989570
212.996528 ,   1.230929 , 7 , 10 ,   0.004195 , 212.996514
213.003472 ,   1.207039 , 7 , 10 ,   0.007840 , 213.003458
213.010417 ,   1.217590 , 7 , 10 ,   0.017396 , 213.010403
213.017361 ,   1.244015 , 7 , 10 ,   0.007701 , 213.017347
213.024306 ,   1.247188 , 7 , 10 ,   0.008287 , 213.024292
213.031250 ,   1.215152 , 7 , 10 ,   0.009174 , 213.031236
213.038194 ,   1.207045 , 7 , 10 ,   0.001615 , 213.038181
213.045139 ,   1.211406 , 7 , 10 ,   0.002467 , 213.045125
213.052083 ,   1.203847 , 7 , 10 ,   0.004416 , 213.052070
213.059028 ,   1.197977 , 7 , 10 ,   0.008472 , 213.059014
213.065972 ,   1.199643 , 7 , 10 ,   0.003927 , 213.065958
213.072917 ,   1.237815 , 7 , 10 ,   0.016127 , 213.072903
213.079861 ,   1.248200 , 7 , 10 ,   0.005548 , 213.079847
213.086806 ,   1.265327 , 7 , 10 ,   0.005283 , 213.086792
213.093750 ,   1.270614 , 7 , 10 ,   0.015979 , 213.093736
213.100694 ,   1.295702 , 7 , 10 ,   0.003629 , 213.100681
213.107639 ,   1.277433 , 7 , 10 ,   0.009303 , 213.107625
213.114583 ,   1.279123 , 7 , 10 ,   0.004439 , 213.114570
213.121528 ,   1.249439 , 7 , 10 ,   0.011130 , 213.121514
213.128472 ,   1.232274 , 7 , 10 ,   0.000762 , 213.128458
