%
Observatory Name: VENUS
Region: Saanich Inlet
Node Location: Central Node
Study Area: VIP
Site: VIP-16 from: 2012-Feb-26 to: 2012-Aug-12 Latitude(decdeg N): 48.6514 Longitude(decdeg W): 123.4791 Depth(m): 96
Site: VIP-17 from: 2012-Aug-12 to: 2012-Sep-22 Latitude(decdeg N): 48.6513 Longitude(decdeg W): 123.4864 Depth(m): 96
Water Property: Oxygen Units: ml/l
Device: Aanderaa Optode 4175 (S/N 18) from: 2011-Oct-02 to: 2012-Aug-12
Device: Aanderaa Optode 4175 (S/N 1684) from: 2012-Aug-13 to: 2012-Sep-22
Sample Period: 60s from:2011-10-04 to: 2012-08-13
Sample Period: 60s from:2012-08-13 to: 2012-09-22
This data set was concatenated from multiple devices and sites in the VIP study area.
This data has been averaged into 10 minute intervals.
Time given is the middle of the averaging bin. The mean of the time bin is also given.
Time Format: number of decimal days from the start of the current year (Start Time)
Data Gaps are represented by NaN's (Not a Number). See metadata for more information.
QC Flag: 0 = no QC; 1 = good; 2 = probably good, use with caution; 3 = probably bad; 4 = bad; 7 = Averaged value; 8 = Interpolated Value; 9 = Missing Value (NaN). See metadata for more information.
Start Time: 2012-01-01 00:00:00
Time Zone: UTC
%
Time (UTC) , Oxygen (ml/l) , Oxygen QC Flag , Oxygen Number Data Averaged , Oxygen Standard Deviation , Oxygen Bin Time Mean
202.899306 ,   0.979706 , 7 , 9 ,   0.005566 , 202.899639
202.906250 ,   0.999169 , 7 , 10 ,   0.003815 , 202.906236
202.913194 ,   0.994469 , 7 , 10 ,   0.003648 , 202.913181
202.920139 ,   0.983972 , 7 , 10 ,   0.002513 , 202.920125
202.927083 ,   0.992234 , 7 , 10 ,   0.007145 , 202.927070
202.934028 ,   1.017951 , 7 , 10 ,   0.011977 , 202.934014
202.940972 ,   1.040961 , 7 , 10 ,   0.002571 , 202.940958
202.947917 ,   1.032281 , 7 , 10 ,   0.003247 , 202.947903
202.954861 ,   1.032962 , 7 , 10 ,   0.005155 , 202.954847
202.961806 ,   1.021448 , 7 , 10 ,   0.005964 , 202.961792
202.968750 ,   1.073654 , 7 , 10 ,   0.030279 , 202.968736
202.975694 ,   1.181564 , 7 , 10 ,   0.030083 , 202.975681
202.982639 ,   1.191308 , 7 , 10 ,   0.025636 , 202.982625
202.989583 ,   1.103331 , 7 , 10 ,   0.012637 , 202.989570
202.996528 ,   1.095760 , 7 , 10 ,   0.006558 , 202.996514
203.003472 ,   1.102665 , 7 , 10 ,   0.005806 , 203.003458
203.010417 ,   1.088600 , 7 , 10 ,   0.020867 , 203.010403
203.017361 ,   1.138320 , 7 , 10 ,   0.005547 , 203.017347
203.024306 ,   1.185931 , 7 , 10 ,   0.032403 , 203.024292
203.031250 ,   1.229286 , 7 , 10 ,   0.018332 , 203.031236
203.038194 ,   1.189657 , 7 , 10 ,   0.011203 , 203.038181
203.045139 ,   1.153828 , 7 , 10 ,   0.004318 , 203.045125
203.052083 ,   1.147261 , 7 , 10 ,   0.003635 , 203.052070
203.059028 ,   1.226537 , 7 , 10 ,   0.036303 , 203.059014
203.065972 ,   1.258165 , 7 , 10 ,   0.020821 , 203.065958
203.072917 ,   1.263791 , 7 , 10 ,   0.020947 , 203.072903
203.079861 ,   1.293991 , 7 , 10 ,   0.010939 , 203.079847
203.086806 ,   1.272484 , 7 , 10 ,   0.011727 , 203.086792
203.093750 ,   1.246152 , 7 , 10 ,   0.014360 , 203.093736
203.100694 ,   1.217604 , 7 , 10 ,   0.005447 , 203.100681
203.107639 ,   1.181280 , 7 , 10 ,   0.028493 , 203.107625
203.114583 ,   1.171105 , 7 , 10 ,   0.021422 , 203.114570
203.121528 ,   1.114809 , 7 , 10 ,   0.029143 , 203.121514
203.128472 ,   1.161742 , 7 , 10 ,   0.018706 , 203.128458
203.135417 ,   1.073533 , 7 , 10 ,   0.032449 , 203.135403
203.142361 ,   1.121573 , 7 , 10 ,   0.006054 , 203.142347
203.149306 ,   1.074976 , 7 , 10 ,   0.036169 , 203.149292
203.156250 ,   1.011710 , 7 , 10 ,   0.002298 , 203.156236
203.163194 ,   1.011175 , 7 , 10 ,   0.003920 , 203.163181
203.170139 ,   1.070894 , 7 , 10 ,   0.018788 , 203.170125
203.177083 ,   1.096072 , 7 , 10 ,   0.002818 , 203.177070
203.184028 ,   1.133504 , 7 , 10 ,   0.021743 , 203.184014
203.190972 ,   1.160773 , 7 , 10 ,   0.002268 , 203.190958
203.197917 ,   1.167370 , 7 , 10 ,   0.002532 , 203.197903
203.204861 ,   1.171129 , 7 , 10 ,   0.008914 , 203.204847
203.211806 ,   1.182206 , 7 , 10 ,   0.000865 , 203.211792
203.218750 ,   1.180019 , 7 , 10 ,   0.000795 , 203.218736
203.225694 ,   1.180865 , 7 , 10 ,   0.004772 , 203.225681
203.232639 ,   1.240745 , 7 , 10 ,   0.021904 , 203.232625
203.239583 ,   1.314711 , 7 , 10 ,   0.017039 , 203.239570
203.246528 ,   1.314629 , 7 , 10 ,   0.009761 , 203.246514
203.253472 ,   1.295544 , 7 , 10 ,   0.003659 , 203.253458
203.260417 ,   1.288908 , 7 , 10 ,   0.002097 , 203.260403
203.267361 ,   1.284337 , 7 , 10 ,   0.001722 , 203.267347
203.274306 ,   1.278497 , 7 , 10 ,   0.001848 , 203.274292
203.281250 ,   1.264543 , 7 , 10 ,   0.006654 , 203.281236
203.288194 ,   1.241470 , 7 , 10 ,   0.007759 , 203.288181
203.295139 ,   1.246655 , 7 , 10 ,   0.015556 , 203.295125
203.302083 ,   1.330878 , 7 , 10 ,   0.018921 , 203.302070
203.309028 ,   1.411871 , 7 , 10 ,   0.031039 , 203.309014
203.315972 ,   1.473568 , 7 , 10 ,   0.010981 , 203.315958
203.322917 ,   1.482678 , 7 , 10 ,   0.016725 , 203.322903
203.329861 ,   1.397393 , 7 , 10 ,   0.029688 , 203.329847
203.336806 ,   1.305564 , 7 , 10 ,   0.021576 , 203.336792
203.343750 ,   1.326817 , 7 , 10 ,   0.023180 , 203.343736
203.350694 ,   1.316434 , 7 , 10 ,   0.007532 , 203.350681
203.357639 ,   1.304824 , 7 , 10 ,   0.005103 , 203.357625
203.364583 ,   1.297048 , 7 , 10 ,   0.004784 , 203.364570
203.371528 ,   1.278856 , 7 , 10 ,   0.010106 , 203.371514
203.378472 ,   1.252978 , 7 , 10 ,   0.007509 , 203.378458
203.385417 ,   1.229489 , 7 , 10 ,   0.007658 , 203.385403
203.392361 ,   1.197362 , 7 , 10 ,   0.011772 , 203.392347
203.399306 ,   1.165301 , 7 , 10 ,   0.004624 , 203.399292
203.406250 ,   1.159710 , 7 , 10 ,   0.003340 , 203.406236
203.413194 ,   1.171792 , 7 , 10 ,   0.001737 , 203.413181
203.420139 ,   1.175304 , 7 , 10 ,   0.003045 , 203.420125
203.427083 ,   1.189700 , 7 , 10 ,   0.019939 , 203.427070
203.434028 ,   1.229923 , 7 , 10 ,   0.003907 , 203.434014
203.440972 ,   1.224380 , 7 , 10 ,   0.001153 , 203.440958
203.447917 ,   1.257393 , 7 , 10 ,   0.021486 , 203.447903
203.454861 ,   1.277795 , 7 , 10 ,   0.003871 , 203.454847
203.461806 ,   1.269674 , 7 , 10 ,   0.006552 , 203.461792
203.468750 ,   1.318869 , 7 , 10 ,   0.015276 , 203.468736
203.475694 ,   1.322954 , 7 , 10 ,   0.007111 , 203.475681
203.482639 ,   1.304261 , 7 , 10 ,   0.002435 , 203.482625
203.489583 ,   1.301219 , 7 , 10 ,   0.007651 , 203.489570
203.496528 ,   1.289665 , 7 , 10 ,   0.016337 , 203.496514
203.503472 ,   1.254261 , 7 , 10 ,   0.005589 , 203.503458
203.510417 ,   1.251434 , 7 , 10 ,   0.004058 , 203.510403
203.517361 ,   1.248995 , 7 , 10 ,   0.002424 , 203.517347
203.524306 ,   1.236998 , 7 , 10 ,   0.004942 , 203.524292
203.531250 ,   1.227844 , 7 , 10 ,   0.006211 , 203.531236
203.538194 ,   1.229502 , 7 , 10 ,   0.002960 , 203.538181
203.545139 ,   1.225208 , 7 , 10 ,   0.005128 , 203.545125
203.552083 ,   1.247355 , 7 , 10 ,   0.024434 , 203.552070
203.559028 ,   1.303022 , 7 , 10 ,   0.010188 , 203.559014
203.565972 ,   1.320968 , 7 , 10 ,   0.009917 , 203.565958
203.572917 ,   1.338938 , 7 , 10 ,   0.004581 , 203.572903
203.579861 ,   1.368357 , 7 , 10 ,   0.011277 , 203.579847
203.586806 ,   1.283653 , 7 , 10 ,   0.029361 , 203.586792
203.593750 ,   1.278760 , 7 , 10 ,   0.003653 , 203.593736
203.600694 ,   1.271812 , 7 , 10 ,   0.004610 , 203.600681
203.607639 ,   1.273965 , 7 , 10 ,   0.007633 , 203.607625
203.614583 ,   1.323437 , 7 , 10 ,   0.019609 , 203.614570
203.621528 ,   1.359265 , 7 , 10 ,   0.014337 , 203.621514
203.628472 ,   1.355824 , 7 , 10 ,   0.017950 , 203.628458
203.635417 ,   1.340294 , 7 , 10 ,   0.003344 , 203.635403
203.642361 ,   1.325360 , 7 , 10 ,   0.007579 , 203.642347
203.649306 ,   1.334916 , 7 , 10 ,   0.008207 , 203.649292
203.656250 ,   1.324386 , 7 , 10 ,   0.011522 , 203.656236
203.663194 ,   1.313557 , 7 , 10 ,   0.011789 , 203.663181
203.670139 ,   1.270732 , 7 , 10 ,   0.030813 , 203.670125
203.677083 ,   1.220409 , 7 , 10 ,   0.012447 , 203.677070
203.684028 ,   1.273123 , 7 , 10 ,   0.011801 , 203.684014
203.690972 ,   1.310878 , 7 , 10 ,   0.032718 , 203.690958
203.697917 ,   1.264387 , 7 , 10 ,   0.037675 , 203.697903
203.704861 ,   1.189131 , 7 , 10 ,   0.009181 , 203.704847
203.711806 ,   1.160034 , 7 , 10 ,   0.008794 , 203.711792
203.718750 ,   1.138919 , 7 , 10 ,   0.005090 , 203.718736
203.725694 ,   1.129098 , 7 , 10 ,   0.003946 , 203.725681
203.732639 ,   1.105536 , 7 , 10 ,   0.008330 , 203.732625
203.739583 ,   1.072865 , 7 , 10 ,   0.013116 , 203.739570
203.746528 ,   1.028939 , 7 , 10 ,   0.012358 , 203.746514
203.753472 ,   1.040549 , 7 , 10 ,   0.014117 , 203.753458
203.760417 ,   1.059306 , 7 , 10 ,   0.002433 , 203.760403
203.767361 ,   1.056311 , 7 , 10 ,   0.003735 , 203.767347
203.774306 ,   1.124296 , 7 , 10 ,   0.082887 , 203.774292
203.781250 ,   1.317496 , 7 , 10 ,   0.012667 , 203.781236
203.788194 ,   1.350600 , 7 , 10 ,   0.009396 , 203.788181
203.795139 ,   1.372593 , 7 , 10 ,   0.009180 , 203.795125
203.802083 ,   1.414581 , 7 , 10 ,   0.016023 , 203.802070
203.809028 ,   1.466051 , 7 , 10 ,   0.011265 , 203.809014
203.815972 ,   1.503104 , 7 , 10 ,   0.009501 , 203.815958
203.822917 ,   1.529305 , 7 , 10 ,   0.004436 , 203.822903
203.829861 ,   1.529131 , 7 , 10 ,   0.003276 , 203.829847
203.836806 ,   1.513577 , 7 , 10 ,   0.005455 , 203.836792
203.843750 ,   1.494653 , 7 , 10 ,   0.005557 , 203.843736
203.850694 ,   1.524781 , 7 , 10 ,   0.006095 , 203.850681
203.857639 ,   1.536054 , 7 , 10 ,   0.005336 , 203.857625
203.864583 ,   1.551652 , 7 , 10 ,   0.005550 , 203.864570
203.871528 ,   1.527785 , 7 , 10 ,   0.011411 , 203.871514
203.878472 ,   1.503608 , 7 , 10 ,   0.004653 , 203.878458
203.885417 ,   1.499240 , 7 , 10 ,   0.001148 , 203.885403
203.892361 ,   1.489768 , 7 , 10 ,   0.008849 , 203.892347
203.899306 ,   1.422094 , 7 , 10 ,   0.029293 , 203.899292
203.906250 ,   1.343074 , 7 , 10 ,   0.014980 , 203.906236
203.913194 ,   1.305829 , 7 , 10 ,   0.008408 , 203.913181
203.920139 ,   1.327424 , 7 , 10 ,   0.017435 , 203.920125
203.927083 ,   1.374881 , 7 , 10 ,   0.008856 , 203.927070
203.934028 ,   1.364280 , 7 , 10 ,   0.011112 , 203.934014
203.940972 ,   1.346823 , 7 , 10 ,   0.006304 , 203.940958
203.947917 ,   1.331853 , 7 , 10 ,   0.003231 , 203.947903
203.954861 ,   1.353740 , 7 , 10 ,   0.029239 , 203.954847
203.961806 ,   1.486468 , 7 , 10 ,   0.025791 , 203.961792
203.968750 ,   1.527602 , 7 , 10 ,   0.004509 , 203.968736
203.975694 ,   1.545538 , 7 , 10 ,   0.006826 , 203.975681
203.982639 ,   1.562104 , 7 , 10 ,   0.003562 , 203.982625
203.989583 ,   1.553816 , 7 , 10 ,   0.005753 , 203.989570
203.996528 ,   1.529272 , 7 , 10 ,   0.008772 , 203.996514
204.003472 ,   1.498946 , 7 , 10 ,   0.013794 , 204.003458
204.010417 ,   1.462600 , 7 , 10 ,   0.014775 , 204.010403
204.017361 ,   1.456601 , 7 , 10 ,   0.018943 , 204.017348
204.024306 ,   1.469833 , 7 , 10 ,   0.006711 , 204.024292
204.031250 ,   1.442568 , 7 , 10 ,   0.005838 , 204.031236
204.038194 ,   1.411041 , 7 , 10 ,   0.016322 , 204.038181
204.045139 ,   1.373947 , 7 , 10 ,   0.008986 , 204.045125
204.052083 ,   1.336242 , 7 , 10 ,   0.011926 , 204.052070
204.059028 ,   1.304950 , 7 , 10 ,   0.005318 , 204.059014
204.065972 ,   1.281948 , 7 , 10 ,   0.010195 , 204.065958
204.072917 ,   1.284635 , 7 , 10 ,   0.013333 , 204.072903
204.079861 ,   1.321930 , 7 , 10 ,   0.003021 , 204.079847
204.086806 ,   1.315443 , 7 , 10 ,   0.003117 , 204.086792
204.093750 ,   1.298323 , 7 , 10 ,   0.007452 , 204.093736
204.100694 ,   1.289766 , 7 , 10 ,   0.000993 , 204.100681
204.107639 ,   1.293162 , 7 , 10 ,   0.001777 , 204.107625
204.114583 ,   1.294743 , 7 , 10 ,   0.001976 , 204.114570
204.121528 ,   1.298633 , 7 , 10 ,   0.001725 , 204.121514
204.128472 ,   1.304213 , 7 , 10 ,   0.005864 , 204.128458
204.135417 ,   1.304664 , 7 , 10 ,   0.004830 , 204.135403
204.142361 ,   1.277528 , 7 , 10 ,   0.014478 , 204.142347
204.149306 ,   1.244104 , 7 , 10 ,   0.005778 , 204.149292
204.156250 ,   1.229164 , 7 , 10 ,   0.001936 , 204.156236
204.163194 ,   1.281610 , 7 , 10 ,   0.034213 , 204.163181
204.170139 ,   1.319733 , 7 , 10 ,   0.007146 , 204.170125
204.177083 ,   1.349906 , 7 , 10 ,   0.008770 , 204.177070
204.184028 ,   1.374411 , 7 , 10 ,   0.004957 , 204.184014
204.190972 ,   1.347528 , 7 , 10 ,   0.017508 , 204.190958
204.197917 ,   1.321305 , 7 , 10 ,   0.005944 , 204.197903
204.204861 ,   1.319899 , 7 , 10 ,   0.004983 , 204.204847
204.211806 ,   1.320583 , 7 , 10 ,   0.002180 , 204.211792
204.218750 ,   1.329283 , 7 , 10 ,   0.001890 , 204.218736
204.225694 ,   1.322133 , 7 , 10 ,   0.006554 , 204.225681
204.232639 ,   1.316984 , 7 , 10 ,   0.005540 , 204.232625
204.239583 ,   1.349588 , 7 , 10 ,   0.027565 , 204.239570
204.246528 ,   1.362865 , 7 , 10 ,   0.010161 , 204.246514
204.253472 ,   1.328048 , 7 , 10 ,   0.004558 , 204.253458
204.260417 ,   1.319769 , 7 , 10 ,   0.008104 , 204.260403
204.267361 ,   1.291802 , 7 , 10 ,   0.007786 , 204.267347
204.274306 ,   1.270603 , 7 , 10 ,   0.005770 , 204.274292
204.281250 ,   1.260778 , 7 , 10 ,   0.000619 , 204.281236
204.288194 ,   1.271122 , 7 , 10 ,   0.006069 , 204.288181
204.295139 ,   1.283987 , 7 , 10 ,   0.004820 , 204.295125
204.302083 ,   1.289893 , 7 , 10 ,   0.001408 , 204.302070
204.309028 ,   1.281692 , 7 , 10 ,   0.002359 , 204.309014
204.315972 ,   1.274535 , 7 , 10 ,   0.001319 , 204.315958
204.322917 ,   1.273341 , 7 , 10 ,   0.002792 , 204.322903
204.329861 ,   1.261982 , 7 , 10 ,   0.004222 , 204.329847
204.336806 ,   1.243621 , 7 , 10 ,   0.008841 , 204.336792
204.343750 ,   1.238578 , 7 , 10 ,   0.012349 , 204.343736
204.350694 ,   1.270649 , 7 , 10 ,   0.001874 , 204.350681
204.357639 ,   1.248884 , 7 , 10 ,   0.013115 , 204.357625
204.364583 ,   1.222506 , 7 , 10 ,   0.004810 , 204.364570
204.371528 ,   1.238495 , 7 , 10 ,   0.003632 , 204.371514
204.378472 ,   1.238088 , 7 , 10 ,   0.003595 , 204.378458
204.385417 ,   1.228111 , 7 , 10 ,   0.007214 , 204.385403
204.392361 ,   1.206734 , 7 , 10 ,   0.005959 , 204.392347
204.399306 ,   1.238734 , 7 , 10 ,   0.011155 , 204.399292
204.406250 ,   1.244393 , 7 , 10 ,   0.004216 , 204.406236
204.413194 ,   1.229721 , 7 , 10 ,   0.005394 , 204.413181
204.420139 ,   1.318822 , 7 , 10 ,   0.040130 , 204.420125
204.427083 ,   1.445031 , 7 , 10 ,   0.039417 , 204.427070
204.434028 ,   1.572122 , 7 , 10 ,   0.025184 , 204.434014
204.440972 ,   1.554205 , 7 , 10 ,   0.019541 , 204.440958
204.447917 ,   1.509464 , 7 , 10 ,   0.008781 , 204.447903
204.454861 ,   1.482982 , 7 , 10 ,   0.006721 , 204.454847
204.461806 ,   1.458395 , 7 , 10 ,   0.007648 , 204.461792
204.468750 ,   1.455453 , 7 , 10 ,   0.012987 , 204.468736
204.475694 ,   1.513469 , 7 , 10 ,   0.020527 , 204.475681
204.482639 ,   1.391584 , 7 , 10 ,   0.030766 , 204.482625
204.489583 ,   1.375911 , 7 , 10 ,   0.009785 , 204.489570
204.496528 ,   1.386249 , 7 , 10 ,   0.011115 , 204.496514
204.503472 ,   1.424596 , 7 , 10 ,   0.017971 , 204.503458
204.510417 ,   1.448656 , 7 , 10 ,   0.006031 , 204.510403
204.517361 ,   1.477729 , 7 , 10 ,   0.011266 , 204.517347
204.524306 ,   1.514787 , 7 , 10 ,   0.015962 , 204.524292
204.531250 ,   1.556471 , 7 , 10 ,   0.017361 , 204.531236
204.538194 ,   1.544568 , 7 , 10 ,   0.033301 , 204.538181
204.545139 ,   1.507256 , 7 , 10 ,   0.025307 , 204.545125
204.552083 ,   1.568536 , 7 , 10 ,   0.038251 , 204.552070
204.559028 ,   1.615601 , 7 , 10 ,   0.021941 , 204.559014
204.565972 ,   1.651778 , 7 , 10 ,   0.001417 , 204.565958
204.572917 ,   1.616496 , 7 , 10 ,   0.025363 , 204.572903
204.579861 ,   1.554012 , 7 , 10 ,   0.016218 , 204.579847
204.586806 ,   1.545344 , 7 , 10 ,   0.023505 , 204.586792
204.593750 ,   1.606346 , 7 , 10 ,   0.011825 , 204.593736
204.600694 ,   1.619341 , 7 , 10 ,   0.002841 , 204.600681
204.607639 ,   1.616236 , 7 , 10 ,   0.000765 , 204.607625
204.614583 ,   1.610577 , 7 , 10 ,   0.004969 , 204.614570
204.621528 ,   1.585511 , 7 , 10 ,   0.006690 , 204.621514
204.628472 ,   1.588355 , 7 , 10 ,   0.007420 , 204.628458
204.635417 ,   1.572316 , 7 , 10 ,   0.013520 , 204.635403
204.642361 ,   1.539682 , 7 , 10 ,   0.006465 , 204.642347
204.649306 ,   1.531902 , 7 , 10 ,   0.001954 , 204.649292
204.656250 ,   1.525845 , 7 , 10 ,   0.002134 , 204.656236
204.663194 ,   1.524470 , 7 , 10 ,   0.001973 , 204.663181
204.670139 ,   1.526941 , 7 , 10 ,   0.003328 , 204.670125
204.677083 ,   1.531618 , 7 , 10 ,   0.002107 , 204.677070
204.684028 ,   1.525808 , 7 , 10 ,   0.003435 , 204.684014
204.690972 ,   1.554218 , 7 , 10 ,   0.009208 , 204.690958
204.697917 ,   1.539335 , 7 , 10 ,   0.003151 , 204.697903
204.704861 ,   1.531739 , 7 , 10 ,   0.010539 , 204.704847
204.711806 ,   1.534595 , 7 , 10 ,   0.014523 , 204.711792
204.718750 ,   1.504912 , 7 , 10 ,   0.009931 , 204.718736
204.725694 ,   1.513907 , 7 , 10 ,   0.028462 , 204.725681
204.732639 ,   1.564011 , 7 , 10 ,   0.007114 , 204.732625
204.739583 ,   1.529022 , 7 , 10 ,   0.010526 , 204.739570
204.746528 ,   1.488026 , 7 , 10 ,   0.009155 , 204.746514
204.753472 ,   1.481707 , 7 , 10 ,   0.002857 , 204.753458
204.760417 ,   1.488534 , 7 , 10 ,   0.001928 , 204.760403
204.767361 ,   1.492674 , 7 , 10 ,   0.003268 , 204.767347
204.774306 ,   1.466067 , 7 , 10 ,   0.012338 , 204.774292
204.781250 ,   1.474722 , 7 , 10 ,   0.005282 , 204.781236
204.788194 ,   1.471732 , 7 , 10 ,   0.005397 , 204.788181
204.795139 ,   1.451187 , 7 , 10 ,   0.008662 , 204.795125
204.802083 ,   1.391814 , 7 , 10 ,   0.020709 , 204.802070
204.809028 ,   1.361355 , 7 , 10 ,   0.002914 , 204.809014
204.815972 ,   1.382088 , 7 , 10 ,   0.009432 , 204.815958
204.822917 ,   1.411044 , 7 , 10 ,   0.006915 , 204.822903
204.829861 ,   1.423444 , 7 , 10 ,   0.002359 , 204.829847
204.836806 ,   1.431163 , 7 , 10 ,   0.002825 , 204.836792
204.843750 ,   1.440815 , 7 , 10 ,   0.002880 , 204.843736
204.850694 ,   1.449723 , 7 , 10 ,   0.003478 , 204.850681
204.857639 ,   1.457588 , 7 , 10 ,   0.003734 , 204.857625
204.864583 ,   1.468355 , 7 , 10 ,   0.001911 , 204.864570
204.871528 ,   1.465490 , 7 , 10 ,   0.002266 , 204.871514
204.878472 ,   1.477080 , 7 , 10 ,   0.006703 , 204.878458
204.885417 ,   1.452050 , 7 , 10 ,   0.014798 , 204.885403
204.892361 ,   1.422809 , 7 , 10 ,   0.004354 , 204.892347
204.899306 ,   1.431569 , 7 , 10 ,   0.004398 , 204.899292
204.906250 ,   1.432861 , 7 , 10 ,   0.003554 , 204.906236
204.913194 ,   1.442702 , 7 , 10 ,   0.002366 , 204.913181
204.920139 ,   1.450208 , 7 , 10 ,   0.001703 , 204.920125
204.927083 ,   1.447152 , 7 , 10 ,   0.001865 , 204.927070
204.934028 ,   1.439988 , 7 , 10 ,   0.002566 , 204.934014
204.940972 ,   1.438975 , 7 , 10 ,   0.002485 , 204.940958
204.947917 ,   1.440116 , 7 , 10 ,   0.001992 , 204.947903
204.954861 ,   1.430685 , 7 , 10 ,   0.006099 , 204.954847
204.961806 ,   1.413734 , 7 , 10 ,   0.004022 , 204.961792
204.968750 ,   1.434292 , 7 , 10 ,   0.006103 , 204.968736
204.975694 ,   1.440690 , 7 , 10 ,   0.001499 , 204.975681
204.982639 ,   1.444861 , 7 , 10 ,   0.001995 , 204.982625
204.989583 ,   1.456030 , 7 , 10 ,   0.004361 , 204.989570
204.996528 ,   1.464720 , 7 , 10 ,   0.001778 , 204.996514
205.003472 ,   1.461145 , 7 , 10 ,   0.002065 , 205.003458
205.010417 ,   1.459271 , 7 , 10 ,   0.003622 , 205.010403
205.017361 ,   1.475269 , 7 , 10 ,   0.006167 , 205.017347
205.024306 ,   1.488766 , 7 , 10 ,   0.002136 , 205.024292
205.031250 ,   1.489476 , 7 , 10 ,   0.004099 , 205.031236
205.038194 ,   1.493804 , 7 , 10 ,   0.002727 , 205.038181
205.045139 ,   1.494043 , 7 , 10 ,   0.002582 , 205.045125
205.052083 ,   1.490090 , 7 , 10 ,   0.001172 , 205.052070
205.059028 ,   1.492143 , 7 , 10 ,   0.001364 , 205.059014
205.065972 ,   1.496450 , 7 , 10 ,   0.001293 , 205.065958
205.072917 ,   1.495229 , 7 , 10 ,   0.004041 , 205.072903
205.079861 ,   1.476833 , 7 , 10 ,   0.002523 , 205.079847
205.086806 ,   1.466242 , 7 , 10 ,   0.003592 , 205.086792
205.093750 ,   1.464458 , 7 , 10 ,   0.004629 , 205.093736
205.100694 ,   1.463275 , 7 , 10 ,   0.005353 , 205.100681
205.107639 ,   1.448122 , 7 , 10 ,   0.003802 , 205.107625
205.114583 ,   1.439867 , 7 , 10 ,   0.002878 , 205.114570
205.121528 ,   1.445013 , 7 , 10 ,   0.003822 , 205.121514
205.128472 ,   1.459610 , 7 , 10 ,   0.002892 , 205.128458
205.135417 ,   1.463140 , 7 , 10 ,   0.001234 , 205.135403
205.142361 ,   1.453109 , 7 , 10 ,   0.005398 , 205.142347
205.149306 ,   1.444960 , 7 , 10 ,   0.004861 , 205.149292
205.156250 ,   1.465767 , 7 , 10 ,   0.008870 , 205.156236
205.163194 ,   1.484301 , 7 , 10 ,   0.004138 , 205.163181
205.170139 ,   1.493377 , 7 , 10 ,   0.002157 , 205.170125
205.177083 ,   1.487766 , 7 , 10 ,   0.006808 , 205.177070
205.184028 ,   1.488019 , 7 , 10 ,   0.014927 , 205.184014
205.190972 ,   1.520526 , 7 , 10 ,   0.003444 , 205.190958
205.197917 ,   1.520982 , 7 , 10 ,   0.000730 , 205.197903
205.204861 ,   1.529067 , 7 , 10 ,   0.003418 , 205.204847
205.211806 ,   1.507268 , 7 , 10 ,   0.013588 , 205.211792
205.218750 ,   1.485047 , 7 , 10 ,   0.011026 , 205.218736
205.225694 ,   1.502710 , 7 , 10 ,   0.006026 , 205.225681
205.232639 ,   1.488530 , 7 , 10 ,   0.001267 , 205.232625
205.239583 ,   1.500449 , 7 , 10 ,   0.009614 , 205.239570
205.246528 ,   1.513747 , 7 , 10 ,   0.004143 , 205.246514
205.253472 ,   1.504271 , 7 , 10 ,   0.004876 , 205.253458
205.260417 ,   1.528182 , 7 , 10 ,   0.011998 , 205.260403
205.267361 ,   1.543291 , 7 , 10 ,   0.002474 , 205.267347
205.274306 ,   1.552648 , 7 , 10 ,   0.002075 , 205.274292
205.281250 ,   1.548278 , 7 , 10 ,   0.003059 , 205.281236
205.288194 ,   1.526660 , 7 , 10 ,   0.008944 , 205.288181
205.295139 ,   1.500756 , 7 , 10 ,   0.007402 , 205.295125
205.302083 ,   1.475933 , 7 , 10 ,   0.008051 , 205.302070
205.309028 ,   1.462752 , 7 , 10 ,   0.002096 , 205.309014
205.315972 ,   1.461072 , 7 , 10 ,   0.002405 , 205.315958
205.322917 ,   1.480810 , 7 , 10 ,   0.011077 , 205.322903
205.329861 ,   1.490767 , 7 , 10 ,   0.003858 , 205.329847
205.336806 ,   1.477376 , 7 , 10 ,   0.003965 , 205.336792
205.343750 ,   1.464222 , 7 , 10 ,   0.005585 , 205.343736
205.350694 ,   1.444202 , 7 , 10 ,   0.006405 , 205.350681
205.357639 ,   1.415208 , 7 , 10 ,   0.008833 , 205.357625
205.364583 ,   1.397224 , 7 , 10 ,   0.003145 , 205.364570
205.371528 ,   1.395125 , 7 , 10 ,   0.001712 , 205.371514
205.378472 ,   1.402540 , 7 , 10 ,   0.005162 , 205.378458
205.385417 ,   1.434015 , 7 , 10 ,   0.010957 , 205.385403
205.392361 ,   1.465250 , 7 , 10 ,   0.010982 , 205.392347
205.399306 ,   1.481230 , 7 , 10 ,   0.003307 , 205.399292
205.406250 ,   1.485578 , 7 , 10 ,   0.012914 , 205.406236
205.413194 ,   1.525581 , 7 , 10 ,   0.017090 , 205.413181
205.420139 ,   1.574010 , 7 , 10 ,   0.008715 , 205.420125
205.427083 ,   1.564868 , 7 , 10 ,   0.005586 , 205.427070
205.434028 ,   1.555503 , 7 , 10 ,   0.001021 , 205.434014
205.440972 ,   1.539416 , 7 , 10 ,   0.007898 , 205.440958
205.447917 ,   1.529149 , 7 , 10 ,   0.001841 , 205.447903
205.454861 ,   1.515806 , 7 , 10 ,   0.007123 , 205.454847
