%
Observatory Name: VENUS
Region: Saanich Inlet
Node Location: Central Node
Study Area: VIP
Site: VIP-16 from: 2012-Feb-26 to: 2012-Aug-12 Latitude(decdeg N): 48.6514 Longitude(decdeg W): 123.4791 Depth(m): 96
Site: VIP-17 from: 2012-Aug-12 to: 2012-Sep-22 Latitude(decdeg N): 48.6513 Longitude(decdeg W): 123.4864 Depth(m): 96
Water Property: Temperature Units: C
Device: SeaBird CTD 16 plus 6536 from: 2011-Oct-02 to: 2012-Sep-22
Sample Period: 60s from:2011-10-04 to: 2012-09-22
This data set was concatenated from multiple devices and sites in the VIP study area.
This data has been averaged into 10 minute intervals.
Time given is the middle of the averaging bin. The mean of the time bin is also given.
Time Format: number of decimal days from the start of the current year (Start Time)
Data Gaps are represented by NaN's (Not a Number). See metadata for more information.
QC Flag: 0 = no QC; 1 = good; 2 = probably good, use with caution; 3 = probably bad; 4 = bad; 7 = Averaged value; 8 = Interpolated Value; 9 = Missing Value (NaN). See metadata for more information.
Start Time: 2012-01-01 00:00:00
Time Zone: UTC
%
Time (UTC) , Temperature (C) , Temperature QC Flag , Temperature Number Data Averaged , Temperature Standard Deviation , Temperature Bin Time Mean
211.677083 ,   8.709760 , 7 , 10 ,   0.000973 , 211.677070
211.684028 ,   8.714040 , 7 , 10 ,   0.001046 , 211.684014
211.690972 ,   8.717560 , 7 , 10 ,   0.001221 , 211.690958
211.697917 ,   8.720030 , 7 , 10 ,   0.000411 , 211.697903
211.704861 ,   8.720340 , 7 , 10 ,   0.000126 , 211.704847
211.711806 ,   8.720720 , 7 , 10 ,   0.000305 , 211.711792
211.718750 ,   8.721880 , 7 , 10 ,   0.000257 , 211.718736
211.725694 ,   8.722310 , 7 , 10 ,   0.000303 , 211.725681
211.732639 ,   8.722700 , 7 , 10 ,   0.000839 , 211.732625
211.739583 ,   8.718820 , 7 , 10 ,   0.004681 , 211.739570
211.746528 ,   8.705790 , 7 , 10 ,   0.002612 , 211.746514
211.753472 ,   8.703330 , 7 , 10 ,   0.000323 , 211.753458
211.760417 ,   8.703490 , 7 , 10 ,   0.000166 , 211.760403
211.767361 ,   8.705120 , 7 , 10 ,   0.001912 , 211.767347
211.774306 ,   8.717680 , 7 , 10 ,   0.000663 , 211.774292
211.781250 ,   8.719260 , 7 , 10 ,   0.001353 , 211.781236
211.788194 ,   8.717290 , 7 , 10 ,   0.000948 , 211.788181
211.795139 ,   8.714610 , 7 , 10 ,   0.001608 , 211.795125
211.802083 ,   8.712220 , 7 , 10 ,   0.000646 , 211.802070
211.809028 ,   8.709500 , 7 , 10 ,   0.001222 , 211.809014
211.815972 ,   8.711170 , 7 , 10 ,   0.003166 , 211.815958
211.822917 ,   8.712660 , 7 , 10 ,   0.003640 , 211.822903
211.829861 ,   8.712260 , 7 , 10 ,   0.003255 , 211.829847
211.836806 ,   8.713000 , 7 , 10 ,   0.001347 , 211.836792
211.843750 ,   8.712020 , 7 , 10 ,   0.000336 , 211.843736
211.850694 ,   8.707080 , 7 , 10 ,   0.002586 , 211.850681
211.857639 ,   8.702010 , 7 , 10 ,   0.001155 , 211.857625
211.864583 ,   8.704190 , 7 , 10 ,   0.003891 , 211.864570
211.871528 ,   8.705250 , 7 , 10 ,   0.000988 , 211.871514
211.878472 ,   8.706050 , 7 , 10 ,   0.001248 , 211.878458
211.885417 ,   8.706410 , 7 , 10 ,   0.001842 , 211.885403
211.892361 ,   8.710430 , 7 , 10 ,   0.001196 , 211.892347
211.899306 ,   8.706180 , 7 , 10 ,   0.002675 , 211.899292
211.906250 ,   8.697880 , 7 , 10 ,   0.001569 , 211.906236
211.913194 ,   8.689790 , 7 , 10 ,   0.003472 , 211.913181
211.920139 ,   8.690790 , 7 , 10 ,   0.006046 , 211.920125
211.927083 ,   8.696140 , 7 , 10 ,   0.002858 , 211.927070
211.934028 ,   8.690710 , 7 , 10 ,   0.005275 , 211.934014
211.940972 ,   8.684600 , 7 , 10 ,   0.001705 , 211.940958
211.947917 ,   8.689840 , 7 , 10 ,   0.008698 , 211.947903
211.954861 ,   8.695980 , 7 , 10 ,   0.006290 , 211.954847
211.961806 ,   8.689980 , 7 , 10 ,   0.001783 , 211.961792
211.968750 ,   8.686490 , 7 , 10 ,   0.001443 , 211.968736
211.975694 ,   8.693740 , 7 , 10 ,   0.006906 , 211.975681
211.982639 ,   8.702520 , 7 , 10 ,   0.000800 , 211.982625
211.989583 ,   8.703070 , 7 , 10 ,   0.000447 , 211.989570
211.996528 ,   8.699610 , 7 , 10 ,   0.002903 , 211.996514
212.003472 ,   8.695030 , 7 , 10 ,   0.001930 , 212.003458
212.010417 ,   8.701410 , 7 , 10 ,   0.001442 , 212.010403
212.017361 ,   8.702100 , 7 , 10 ,   0.000959 , 212.017347
212.024306 ,   8.703240 , 7 , 10 ,   0.000280 , 212.024292
212.031250 ,   8.704310 , 7 , 10 ,   0.000672 , 212.031236
212.038194 ,   8.705020 , 7 , 10 ,   0.000339 , 212.038181
212.045139 ,   8.706800 , 7 , 10 ,   0.000686 , 212.045125
212.052083 ,   8.707780 , 7 , 10 ,   0.000555 , 212.052070
212.059028 ,   8.707990 , 7 , 10 ,   0.001218 , 212.059014
212.065972 ,   8.704650 , 7 , 10 ,   0.002024 , 212.065958
212.072917 ,   8.705520 , 7 , 10 ,   0.001797 , 212.072903
212.079861 ,   8.706460 , 7 , 10 ,   0.001123 , 212.079847
212.086806 ,   8.705210 , 7 , 10 ,   0.000900 , 212.086792
212.093750 ,   8.703730 , 7 , 10 ,   0.000775 , 212.093736
212.100694 ,   8.701950 , 7 , 10 ,   0.001216 , 212.100681
212.107639 ,   8.704020 , 7 , 10 ,   0.001186 , 212.107625
212.114583 ,   8.706590 , 7 , 10 ,   0.001291 , 212.114570
212.121528 ,   8.711360 , 7 , 10 ,   0.002363 , 212.121514
212.128472 ,   8.712650 , 7 , 10 ,   0.001160 , 212.128458
212.135417 ,   8.713650 , 7 , 10 ,   0.002092 , 212.135403
212.142361 ,   8.705730 , 7 , 10 ,   0.001738 , 212.142347
212.149306 ,   8.703350 , 7 , 10 ,   0.004552 , 212.149292
212.156250 ,   8.702780 , 7 , 10 ,   0.003686 , 212.156236
212.163194 ,   8.710840 , 7 , 10 ,   0.000542 , 212.163181
212.170139 ,   8.709590 , 7 , 10 ,   0.000647 , 212.170125
212.177083 ,   8.709750 , 7 , 10 ,   0.000781 , 212.177070
212.184028 ,   8.711820 , 7 , 10 ,   0.000418 , 212.184014
212.190972 ,   8.712270 , 7 , 10 ,   0.000975 , 212.190958
212.197917 ,   8.712880 , 7 , 10 ,   0.001028 , 212.197903
212.204861 ,   8.712720 , 7 , 10 ,   0.001766 , 212.204847
212.211806 ,   8.710800 , 7 , 10 ,   0.001562 , 212.211792
212.218750 ,   8.708870 , 7 , 10 ,   0.002173 , 212.218736
212.225694 ,   8.704150 , 7 , 10 ,   0.001557 , 212.225681
212.232639 ,   8.705490 , 7 , 10 ,   0.001541 , 212.232625
212.239583 ,   8.712250 , 7 , 10 ,   0.002761 , 212.239570
212.246528 ,   8.715240 , 7 , 10 ,   0.001817 , 212.246514
212.253472 ,   8.712160 , 7 , 10 ,   0.000562 , 212.253458
212.260417 ,   8.714520 , 7 , 10 ,   0.002268 , 212.260403
212.267361 ,   8.713740 , 7 , 10 ,   0.001781 , 212.267347
212.274306 ,   8.712700 , 7 , 10 ,   0.001386 , 212.274292
212.281250 ,   8.707210 , 7 , 10 ,   0.001240 , 212.281236
212.288194 ,   8.704290 , 7 , 10 ,   0.001544 , 212.288181
212.295139 ,   8.707240 , 7 , 10 ,   0.004728 , 212.295125
212.302083 ,   8.715700 , 7 , 10 ,   0.001125 , 212.302070
212.309028 ,   8.713300 , 7 , 10 ,   0.001390 , 212.309014
212.315972 ,   8.714520 , 7 , 10 ,   0.002639 , 212.315958
212.322917 ,   8.713080 , 7 , 10 ,   0.001654 , 212.322903
212.329861 ,   8.714810 , 7 , 10 ,   0.001147 , 212.329847
212.336806 ,   8.716960 , 7 , 10 ,   0.001899 , 212.336792
212.343750 ,   8.717890 , 7 , 10 ,   0.001344 , 212.343736
212.350694 ,   8.718810 , 7 , 10 ,   0.001052 , 212.350681
212.357639 ,   8.719500 , 7 , 10 ,   0.000271 , 212.357625
212.364583 ,   8.719500 , 7 , 10 ,   0.000353 , 212.364570
212.371528 ,   8.718440 , 7 , 10 ,   0.000629 , 212.371514
212.378472 ,   8.717550 , 7 , 10 ,   0.000550 , 212.378458
212.385417 ,   8.716540 , 7 , 10 ,   0.000488 , 212.385403
212.392361 ,   8.716360 , 7 , 10 ,   0.000631 , 212.392347
212.399306 ,   8.716700 , 7 , 10 ,   0.000327 , 212.399292
212.406250 ,   8.716090 , 7 , 10 ,   0.000228 , 212.406236
212.413194 ,   8.716390 , 7 , 10 ,   0.000218 , 212.413181
212.420139 ,   8.716550 , 7 , 10 ,   0.000165 , 212.420125
212.427083 ,   8.717810 , 7 , 10 ,   0.000692 , 212.427070
212.434028 ,   8.717680 , 7 , 10 ,   0.000297 , 212.434014
212.440972 ,   8.717570 , 7 , 10 ,   0.000323 , 212.440958
212.447917 ,   8.719750 , 7 , 10 ,   0.001273 , 212.447903
212.454861 ,   8.718610 , 7 , 10 ,   0.002107 , 212.454847
212.461806 ,   8.720020 , 7 , 10 ,   0.002872 , 212.461792
212.468750 ,   8.720470 , 7 , 10 ,   0.001622 , 212.468736
212.475694 ,   8.719870 , 7 , 10 ,   0.001532 , 212.475681
212.482639 ,   8.718840 , 7 , 10 ,   0.002189 , 212.482625
212.489583 ,   8.717650 , 7 , 10 ,   0.000493 , 212.489570
212.496528 ,   8.717350 , 7 , 10 ,   0.000460 , 212.496514
212.503472 ,   8.715810 , 7 , 10 ,   0.001587 , 212.503458
212.510417 ,   8.719260 , 7 , 10 ,   0.001891 , 212.510403
212.517361 ,   8.723930 , 7 , 10 ,   0.003444 , 212.517347
212.524306 ,   8.724410 , 7 , 10 ,   0.000981 , 212.524292
212.531250 ,   8.721000 , 7 , 10 ,   0.000960 , 212.531236
212.538194 ,   8.718720 , 7 , 10 ,   0.000828 , 212.538181
212.545139 ,   8.715750 , 7 , 10 ,   0.000955 , 212.545125
212.552083 ,   8.712870 , 7 , 10 ,   0.000492 , 212.552070
212.559028 ,   8.712770 , 7 , 10 ,   0.000655 , 212.559014
212.565972 ,   8.710180 , 7 , 10 ,   0.001173 , 212.565958
212.572917 ,   8.707210 , 7 , 10 ,   0.001741 , 212.572903
212.579861 ,   8.703890 , 7 , 10 ,   0.000363 , 212.579847
212.586806 ,   8.706000 , 7 , 10 ,   0.001553 , 212.586792
212.593750 ,   8.710030 , 7 , 10 ,   0.001564 , 212.593736
212.600694 ,   8.711750 , 7 , 10 ,   0.001774 , 212.600681
212.607639 ,   8.705200 , 7 , 10 ,   0.002522 , 212.607625
212.614583 ,   8.707150 , 7 , 10 ,   0.001373 , 212.614570
212.621528 ,   8.706070 , 7 , 10 ,   0.000796 , 212.621514
212.628472 ,   8.704350 , 7 , 10 ,   0.002068 , 212.628458
212.635417 ,   8.711990 , 7 , 10 ,   0.009527 , 212.635403
212.642361 ,   8.722060 , 7 , 10 ,   0.002344 , 212.642347
212.649306 ,   8.725610 , 7 , 10 ,   0.004177 , 212.649292
212.656250 ,   8.733080 , 7 , 10 ,   0.001576 , 212.656236
212.663194 ,   8.731370 , 7 , 10 ,   0.001273 , 212.663181
212.670139 ,   8.720660 , 7 , 10 ,   0.001379 , 212.670125
212.677083 ,   8.716350 , 7 , 10 ,   0.002029 , 212.677070
212.684028 ,   8.714140 , 7 , 10 ,   0.001290 , 212.684014
212.690972 ,   8.719310 , 7 , 10 ,   0.003310 , 212.690958
212.697917 ,   8.714890 , 7 , 10 ,   0.001135 , 212.697903
212.704861 ,   8.711920 , 7 , 10 ,   0.001423 , 212.704847
212.711806 ,   8.709580 , 7 , 10 ,   0.001242 , 212.711792
212.718750 ,   8.705420 , 7 , 10 ,   0.004088 , 212.718736
212.725694 ,   8.727030 , 7 , 10 ,   0.005012 , 212.725681
212.732639 ,   8.734220 , 7 , 10 ,   0.001720 , 212.732625
212.739583 ,   8.725920 , 7 , 10 ,   0.007454 , 212.739570
212.746528 ,   8.730670 , 7 , 10 ,   0.001997 , 212.746514
212.753472 ,   8.731600 , 7 , 10 ,   0.002084 , 212.753458
212.760417 ,   8.732170 , 7 , 10 ,   0.001905 , 212.760403
212.767361 ,   8.734760 , 7 , 10 ,   0.001898 , 212.767347
212.774306 ,   8.735180 , 7 , 10 ,   0.000575 , 212.774292
212.781250 ,   8.733470 , 7 , 10 ,   0.000562 , 212.781236
212.788194 ,   8.729970 , 7 , 10 ,   0.001739 , 212.788181
212.795139 ,   8.720640 , 7 , 10 ,   0.002738 , 212.795125
212.802083 ,   8.721910 , 7 , 10 ,   0.002124 , 212.802070
212.809028 ,   8.720560 , 7 , 10 ,   0.002263 , 212.809014
212.815972 ,   8.716540 , 7 , 10 ,   0.000909 , 212.815958
212.822917 ,   8.720350 , 7 , 10 ,   0.002374 , 212.822903
212.829861 ,   8.721270 , 7 , 10 ,   0.001169 , 212.829847
212.836806 ,   8.722200 , 7 , 10 ,   0.000525 , 212.836792
212.843750 ,   8.722730 , 7 , 10 ,   0.000773 , 212.843736
212.850694 ,   8.724510 , 7 , 10 ,   0.000540 , 212.850681
212.857639 ,   8.725790 , 7 , 10 ,   0.000307 , 212.857625
212.864583 ,   8.725970 , 7 , 10 ,   0.000245 , 212.864570
212.871528 ,   8.725970 , 7 , 10 ,   0.000650 , 212.871514
212.878472 ,   8.725550 , 7 , 10 ,   0.001295 , 212.878458
212.885417 ,   8.724030 , 7 , 10 ,   0.000469 , 212.885403
212.892361 ,   8.724230 , 7 , 10 ,   0.000650 , 212.892347
212.899306 ,   8.723610 , 7 , 10 ,   0.000956 , 212.899292
212.906250 ,   8.721880 , 7 , 10 ,   0.000437 , 212.906236
212.913194 ,   8.720160 , 7 , 10 ,   0.001754 , 212.913181
212.920139 ,   8.718940 , 7 , 10 ,   0.000796 , 212.920125
212.927083 ,   8.723440 , 7 , 10 ,   0.001562 , 212.927070
212.934028 ,   8.723100 , 7 , 10 ,   0.001235 , 212.934014
212.940972 ,   8.717200 , 7 , 10 ,   0.002502 , 212.940958
212.947917 ,   8.713260 , 7 , 10 ,   0.001939 , 212.947903
212.954861 ,   8.710420 , 7 , 10 ,   0.000666 , 212.954847
212.961806 ,   8.707800 , 7 , 10 ,   0.001280 , 212.961792
212.968750 ,   8.713110 , 7 , 10 ,   0.002000 , 212.968736
212.975694 ,   8.715350 , 7 , 10 ,   0.001404 , 212.975681
212.982639 ,   8.718210 , 7 , 10 ,   0.000716 , 212.982625
212.989583 ,   8.714780 , 7 , 10 ,   0.001538 , 212.989570
212.996528 ,   8.714580 , 7 , 10 ,   0.001956 , 212.996514
213.003472 ,   8.716050 , 7 , 10 ,   0.001187 , 213.003458
213.010417 ,   8.710740 , 7 , 10 ,   0.005253 , 213.010403
213.017361 ,   8.700230 , 7 , 10 ,   0.007463 , 213.017347
213.024306 ,   8.711670 , 7 , 10 ,   0.002691 , 213.024292
213.031250 ,   8.715950 , 7 , 10 ,   0.000873 , 213.031236
213.038194 ,   8.716040 , 7 , 10 ,   0.000989 , 213.038181
213.045139 ,   8.712710 , 7 , 10 ,   0.003045 , 213.045125
213.052083 ,   8.711120 , 7 , 10 ,   0.004715 , 213.052070
213.059028 ,   8.712770 , 7 , 10 ,   0.001416 , 213.059014
213.065972 ,   8.712450 , 7 , 10 ,   0.000836 , 213.065958
213.072917 ,   8.704680 , 7 , 10 ,   0.002755 , 213.072903
213.079861 ,   8.703060 , 7 , 10 ,   0.001842 , 213.079847
213.086806 ,   8.700520 , 7 , 10 ,   0.004513 , 213.086792
213.093750 ,   8.692480 , 7 , 10 ,   0.005921 , 213.093736
213.100694 ,   8.692330 , 7 , 10 ,   0.006350 , 213.100681
213.107639 ,   8.698870 , 7 , 10 ,   0.002847 , 213.107625
213.114583 ,   8.698570 , 7 , 10 ,   0.002052 , 213.114570
213.121528 ,   8.701810 , 7 , 10 ,   0.001404 , 213.121514
213.128472 ,   8.701310 , 7 , 10 ,   0.001370 , 213.128458
213.135417 ,   8.697350 , 7 , 10 ,   0.002343 , 213.135403
213.142361 ,   8.702570 , 7 , 10 ,   0.005031 , 213.142347
213.149306 ,   8.704750 , 7 , 10 ,   0.000493 , 213.149292
213.156250 ,   8.704990 , 7 , 10 ,   0.000335 , 213.156236
213.163194 ,   8.706850 , 7 , 10 ,   0.000731 , 213.163181
213.170139 ,   8.710950 , 7 , 10 ,   0.003776 , 213.170125
213.177083 ,   8.721040 , 7 , 10 ,   0.002399 , 213.177070
213.184028 ,   8.716640 , 7 , 10 ,   0.005049 , 213.184014
213.190972 ,   8.710800 , 7 , 10 ,   0.001913 , 213.190958
213.197917 ,   8.715310 , 7 , 10 ,   0.000584 , 213.197903
213.204861 ,   8.715930 , 7 , 10 ,   0.000688 , 213.204847
213.211806 ,   8.714240 , 7 , 10 ,   0.000918 , 213.211792
213.218750 ,   8.716710 , 7 , 10 ,   0.003648 , 213.218736
213.225694 ,   8.717250 , 7 , 10 ,   0.001037 , 213.225681
213.232639 ,   8.718230 , 7 , 10 ,   0.000411 , 213.232625
213.239583 ,   8.715820 , 7 , 10 ,   0.001241 , 213.239570
213.246528 ,   8.709770 , 7 , 10 ,   0.002151 , 213.246514
213.253472 ,   8.708030 , 7 , 10 ,   0.001459 , 213.253458
213.260417 ,   8.707910 , 7 , 10 ,   0.001629 , 213.260403
213.267361 ,   8.708290 , 7 , 10 ,   0.002680 , 213.267347
213.274306 ,   8.708280 , 7 , 10 ,   0.001662 , 213.274292
213.281250 ,   8.711150 , 7 , 10 ,   0.002797 , 213.281236
213.288194 ,   8.712560 , 7 , 10 ,   0.002390 , 213.288181
213.295139 ,   8.710160 , 7 , 10 ,   0.002374 , 213.295125
213.302083 ,   8.707040 , 7 , 10 ,   0.000797 , 213.302070
213.309028 ,   8.709400 , 7 , 10 ,   0.003177 , 213.309014
213.315972 ,   8.717850 , 7 , 10 ,   0.003540 , 213.315958
213.322917 ,   8.717040 , 7 , 10 ,   0.002787 , 213.322903
213.329861 ,   8.713820 , 7 , 10 ,   0.001648 , 213.329847
213.336806 ,   8.713010 , 7 , 10 ,   0.001171 , 213.336792
213.343750 ,   8.714820 , 7 , 10 ,   0.001981 , 213.343736
213.350694 ,   8.714560 , 7 , 10 ,   0.001564 , 213.350681
213.357639 ,   8.716140 , 7 , 10 ,   0.000868 , 213.357625
213.364583 ,   8.715470 , 7 , 10 ,   0.001602 , 213.364570
213.371528 ,   8.712810 , 7 , 10 ,   0.002262 , 213.371514
213.378472 ,   8.715640 , 7 , 10 ,   0.002135 , 213.378458
213.385417 ,   8.719880 , 7 , 10 ,   0.000181 , 213.385403
213.392361 ,   8.720090 , 7 , 10 ,   0.000152 , 213.392347
213.399306 ,   8.719550 , 7 , 10 ,   0.000280 , 213.399292
213.406250 ,   8.719580 , 7 , 10 ,   0.000333 , 213.406236
213.413194 ,   8.719140 , 7 , 10 ,   0.000546 , 213.413181
213.420139 ,   8.719800 , 7 , 10 ,   0.000226 , 213.420125
213.427083 ,   8.719250 , 7 , 10 ,   0.000448 , 213.427070
213.434028 ,   8.717670 , 7 , 10 ,   0.000540 , 213.434014
213.440972 ,   8.715200 , 7 , 10 ,   0.000887 , 213.440958
213.447917 ,   8.714150 , 7 , 10 ,   0.000151 , 213.447903
213.454861 ,   8.715480 , 7 , 10 ,   0.000557 , 213.454847
213.461806 ,   8.715250 , 7 , 10 ,   0.000919 , 213.461792
213.468750 ,   8.713800 , 7 , 10 ,   0.000316 , 213.468736
213.475694 ,   8.715460 , 7 , 10 ,   0.000788 , 213.475681
213.482639 ,   8.714750 , 7 , 10 ,   0.000859 , 213.482625
213.489583 ,   8.714800 , 7 , 10 ,   0.001417 , 213.489570
213.496528 ,   8.713320 , 7 , 10 ,   0.001724 , 213.496514
213.503472 ,   8.716840 , 7 , 10 ,   0.000687 , 213.503458
213.510417 ,   8.718500 , 7 , 10 ,   0.000287 , 213.510403
213.517361 ,   8.718810 , 7 , 10 ,   0.000545 , 213.517347
213.524306 ,   8.712450 , 7 , 10 ,   0.002255 , 213.524292
213.531250 ,   8.713430 , 7 , 10 ,   0.000702 , 213.531236
213.538194 ,   8.713440 , 7 , 10 ,   0.000458 , 213.538181
213.545139 ,   8.713600 , 7 , 10 ,   0.000535 , 213.545125
213.552083 ,   8.708990 , 7 , 10 ,   0.000703 , 213.552070
213.559028 ,   8.709370 , 7 , 10 ,   0.000554 , 213.559014
213.565972 ,   8.710300 , 7 , 10 ,   0.000906 , 213.565958
213.572917 ,   8.707110 , 7 , 10 ,   0.001003 , 213.572903
213.579861 ,   8.706610 , 7 , 10 ,   0.002786 , 213.579847
213.586806 ,   8.714370 , 7 , 10 ,   0.000690 , 213.586792
213.593750 ,   8.712450 , 7 , 10 ,   0.000795 , 213.593736
213.600694 ,   8.709790 , 7 , 10 ,   0.000547 , 213.600681
213.607639 ,   8.712750 , 7 , 10 ,   0.001606 , 213.607625
213.614583 ,   8.715310 , 7 , 10 ,   0.000720 , 213.614570
213.621528 ,   8.713740 , 7 , 10 ,   0.000703 , 213.621514
213.628472 ,   8.711080 , 7 , 10 ,   0.001860 , 213.628458
213.635417 ,   8.706800 , 7 , 10 ,   0.000884 , 213.635403
213.642361 ,   8.707910 , 7 , 10 ,   0.000517 , 213.642347
213.649306 ,   8.708910 , 7 , 10 ,   0.000739 , 213.649292
213.656250 ,   8.708660 , 7 , 10 ,   0.000704 , 213.656236
213.663194 ,   8.707350 , 7 , 10 ,   0.002019 , 213.663181
213.670139 ,   8.707330 , 7 , 10 ,   0.000753 , 213.670125
213.677083 ,   8.708700 , 7 , 10 ,   0.000973 , 213.677070
213.684028 ,   8.704330 , 7 , 10 ,   0.003064 , 213.684014
213.690972 ,   8.703440 , 7 , 10 ,   0.000930 , 213.690958
213.697917 ,   8.700730 , 7 , 10 ,   0.002487 , 213.697903
213.704861 ,   8.698780 , 7 , 10 ,   0.001064 , 213.704847
213.711806 ,   8.700690 , 7 , 10 ,   0.000543 , 213.711792
213.718750 ,   8.702540 , 7 , 10 ,   0.002450 , 213.718736
213.725694 ,   8.703230 , 7 , 10 ,   0.001420 , 213.725681
213.732639 ,   8.703280 , 7 , 10 ,   0.001555 , 213.732625
213.739583 ,   8.701800 , 7 , 10 ,   0.000516 , 213.739570
213.746528 ,   8.702240 , 7 , 10 ,   0.000943 , 213.746514
213.753472 ,   8.703480 , 7 , 10 ,   0.000397 , 213.753458
213.760417 ,   8.704540 , 7 , 10 ,   0.000337 , 213.760403
213.767361 ,   8.704580 , 7 , 10 ,   0.000483 , 213.767347
213.774306 ,   8.704750 , 7 , 10 ,   0.000980 , 213.774292
213.781250 ,   8.716650 , 7 , 10 ,   0.002692 , 213.781236
213.788194 ,   8.721260 , 7 , 10 ,   0.003455 , 213.788181
213.795139 ,   8.726640 , 7 , 10 ,   0.000241 , 213.795125
213.802083 ,   8.727630 , 7 , 10 ,   0.000930 , 213.802070
213.809028 ,   8.725000 , 7 , 10 ,   0.002183 , 213.809014
213.815972 ,   8.721490 , 7 , 10 ,   0.003098 , 213.815958
213.822917 ,   8.728300 , 7 , 10 ,   0.002327 , 213.822903
213.829861 ,   8.725410 , 7 , 10 ,   0.001593 , 213.829847
213.836806 ,   8.719720 , 7 , 10 ,   0.002156 , 213.836792
213.843750 ,   8.711640 , 7 , 10 ,   0.002073 , 213.843736
213.850694 ,   8.708220 , 7 , 10 ,   0.001357 , 213.850681
213.857639 ,   8.708590 , 7 , 10 ,   0.001205 , 213.857625
213.864583 ,   8.705630 , 7 , 10 ,   0.000883 , 213.864570
213.871528 ,   8.707000 , 7 , 10 ,   0.000972 , 213.871514
213.878472 ,   8.707060 , 7 , 10 ,   0.000838 , 213.878458
213.885417 ,   8.707930 , 7 , 10 ,   0.001711 , 213.885403
213.892361 ,   8.707610 , 7 , 10 ,   0.001257 , 213.892347
213.899306 ,   8.706020 , 7 , 10 ,   0.000646 , 213.899292
213.906250 ,   8.707960 , 7 , 10 ,   0.000838 , 213.906236
213.913194 ,   8.708970 , 7 , 10 ,   0.001126 , 213.913181
213.920139 ,   8.710420 , 7 , 10 ,   0.002052 , 213.920125
213.927083 ,   8.715800 , 7 , 10 ,   0.007127 , 213.927070
213.934028 ,   8.717150 , 7 , 10 ,   0.002044 , 213.934014
213.940972 ,   8.719390 , 7 , 10 ,   0.001391 , 213.940958
213.947917 ,   8.717060 , 7 , 10 ,   0.004583 , 213.947903
213.954861 ,   8.712520 , 7 , 10 ,   0.001785 , 213.954847
213.961806 ,   8.710520 , 7 , 10 ,   0.000735 , 213.961792
213.968750 ,   8.711520 , 7 , 10 ,   0.000257 , 213.968736
213.975694 ,   8.711980 , 7 , 10 ,   0.000181 , 213.975681
213.982639 ,   8.712320 , 7 , 10 ,   0.000148 , 213.982625
213.989583 ,   8.712520 , 7 , 10 ,   0.000103 , 213.989570
213.996528 ,   8.712610 , 7 , 10 ,   0.000120 , 213.996514
214.003472 ,   8.712620 , 7 , 10 ,   0.000092 , 214.003458
214.010417 ,   8.712860 , 7 , 10 ,   0.000207 , 214.010403
214.017361 ,   8.712410 , 7 , 10 ,   0.000213 , 214.017347
214.024306 ,   8.709510 , 7 , 10 ,   0.001459 , 214.024292
214.031250 ,   8.708000 , 7 , 10 ,   0.001069 , 214.031236
214.038194 ,   8.711140 , 7 , 10 ,   0.000914 , 214.038181
214.045139 ,   8.709630 , 7 , 10 ,   0.004878 , 214.045125
214.052083 ,   8.707920 , 7 , 10 ,   0.002093 , 214.052070
214.059028 ,   8.704660 , 7 , 10 ,   0.001774 , 214.059014
214.065972 ,   8.703580 , 7 , 10 ,   0.001535 , 214.065958
214.072917 ,   8.703290 , 7 , 10 ,   0.001392 , 214.072903
214.079861 ,   8.705970 , 7 , 10 ,   0.001317 , 214.079847
214.086806 ,   8.706990 , 7 , 10 ,   0.000882 , 214.086792
214.093750 ,   8.707200 , 7 , 10 ,   0.000855 , 214.093736
214.100694 ,   8.706700 , 7 , 10 ,   0.001813 , 214.100681
214.107639 ,   8.706590 , 7 , 10 ,   0.001137 , 214.107625
214.114583 ,   8.706110 , 7 , 10 ,   0.000586 , 214.114570
214.121528 ,   8.705050 , 7 , 10 ,   0.000886 , 214.121514
214.128472 ,   8.706520 , 7 , 10 ,   0.000707 , 214.128458
214.135417 ,   8.700510 , 7 , 10 ,   0.003952 , 214.135403
214.142361 ,   8.690940 , 7 , 10 ,   0.002951 , 214.142347
214.149306 ,   8.693610 , 7 , 10 ,   0.003169 , 214.149292
214.156250 ,   8.694780 , 7 , 10 ,   0.003850 , 214.156236
214.163194 ,   8.695640 , 7 , 10 ,   0.000945 , 214.163181
214.170139 ,   8.699570 , 7 , 10 ,   0.000871 , 214.170125
214.177083 ,   8.700250 , 7 , 10 ,   0.001803 , 214.177070
214.184028 ,   8.702210 , 7 , 10 ,   0.001902 , 214.184014
214.190972 ,   8.694590 , 7 , 10 ,   0.001755 , 214.190958
214.197917 ,   8.695020 , 7 , 10 ,   0.000704 , 214.197903
214.204861 ,   8.696240 , 7 , 10 ,   0.000645 , 214.204847
214.211806 ,   8.695450 , 7 , 10 ,   0.001551 , 214.211792
214.218750 ,   8.699770 , 7 , 10 ,   0.001022 , 214.218736
214.225694 ,   8.705110 , 7 , 10 ,   0.000940 , 214.225681
214.232639 ,   8.703800 , 7 , 10 ,   0.002437 , 214.232625
214.239583 ,   8.699050 , 7 , 10 ,   0.001107 , 214.239570
214.246528 ,   8.698200 , 7 , 10 ,   0.001409 , 214.246514
214.253472 ,   8.690350 , 7 , 10 ,   0.006504 , 214.253458
